CACode,VaCode,Estimate,ASE,Flag
C06C,V01B,21.1,3.1,
C06C,V01C,29.8,3.1,
C06C,V01D,14.8,2,
C06C,V01E,16.9,2.3,
C06C,V01M,7.7,0.1,
C06C,V02A,12.7,2.3,
C06C,V02B,15.6,2.6,
C06C,V02C,27.3,3.2,
C06C,V02D,17.7,2.8,
C06C,V02E,26.8,2.7,
C06C,V02M,8.2,0.1,
C06C,V03A,16.6,2.6,
C06C,V03B,19.6,3.1,
C06C,V03C,29.9,3.4,
C06C,V03D,17.6,2.8,
C06C,V03E,16.2,2.5,
C06C,V03M,7.8,0.1,
C06C,V04A,7.2,2.3,*
C06C,V04B,23.3,3.2,
C06C,V04C,50.1,3.7,
C06C,V04D,19.4,2.9,
C06C,V05A,17.5,3.1,
C06C,V05B,40.8,3.8,
C06C,V05C,28.1,3,
C06C,V05D,13.6,3,
C06C,V06A,62.7,3.4,
C06C,V07A,87.5,2.2,
C06C,V08A,50.5,4.6,
C06C,V09A,70,3.6,
C06C,V10A,19.5,2.8,
C06C,V11A,81.2,3.6,
C06C,V11B,6,1.9,*
C06C,V11C,4,1.5,*
C06C,V11D,4.5,2.2,*
C06C,V11E,4.2,1.5,*
C06C,V11M,3.3,0.3,
C06C,V12A,62.3,4,
C06C,V13A,82.9,2.6,
C06C,V14A,74.4,3,
C06C,V15A,80.7,2.3,
C06C,V16A,62.2,3.6,
C06C,V16B,22.8,3.3,
C06C,V16C,11.4,2.1,
C06C,V16D,3.5,1.4,*
C06C,V17A,10.5,2.2,
C06C,V17B,22.7,3.2,
C06C,V17C,51.9,3.2,
C06C,V17D,14.9,2.9,
C06C,V17M,6.8,0.1,
C06C,V18A,14.1,2.4,
C06C,V18B,23.3,2.9,
C06C,V18C,44,3.7,
C06C,V18D,18.7,2.9,
C06C,V18M,6.7,0.2,
C06C,V19A,9.7,1.9,
C06C,V19B,27,3,
C06C,V19C,47.5,3.1,
C06C,V19D,15.9,2.5,
C06C,V19M,6.8,0.1,
C06C,V20A,14.3,2.6,
C06C,V20B,23.9,3.1,
C06C,V20C,41.5,3.6,
C06C,V20D,20.3,3,
C06C,V20M,6.7,0.2,
C06C,V21A,44.3,3.6,
C06C,V21B,35.3,3.5,
C06C,V21C,17.2,2.9,
C06C,V21D,3.3,1.2,*
C06C,V21M,4.6,0.2,
C06C,V22A,26.9,3.4,
C06C,V22B,35.5,3.5,
C06C,V22C,30,3.2,
C06C,V22D,7.5,1.7,
C06C,V22M,5.5,0.2,
C06C,V23A,5.9,1.6,
C06C,V23B,12.1,2.7,
C06C,V23C,37.1,3.3,
C06C,V23D,44.9,3.4,
C06C,V23M,8,0.1,
C06C,V24A,88.1,2.5,
C06C,V25A,86.7,2.5,
C06C,V26A,90.8,2,
C06C,V27A,56.8,3.4,
C06C,V28A,85.1,2.4,
C06C,V29A,85.6,2.7,
C06C,V30A,85.4,2.4,
C06D,V00T,25.9,1.1,
C06D,V01A,15.2,2.2,
C06D,V01B,19,2.2,
C06D,V01C,35.1,2.1,
C06D,V01D,19.8,2.4,
C06D,V01E,10.9,1.9,
C06D,V01M,7.8,0.1,
C06D,V02A,10.2,1.9,
C06D,V02B,16.4,1.6,
C06D,V02C,29.6,2.3,
C06D,V02D,23.9,2.1,
C06D,V02E,19.8,2,
C06D,V02M,8.2,0.1,
C06D,V03A,14.2,1.9,
C06D,V03B,17.5,1.7,
C06D,V03C,33.1,2.2,
C06D,V03D,19.9,2.1,
C06D,V03E,15.2,1.9,
C06D,V03M,7.9,0.1,
C06D,V04A,4.7,1.4,
C06D,V04B,23.5,2.7,
C06D,V04C,43.4,2.9,
C06D,V04D,28.3,2.4,
C06D,V05A,20.7,2.3,
C06D,V05B,44.1,2.9,
C06D,V05C,25.2,2.4,
C06D,V05D,10.1,1.7,
C06D,V06A,65.1,2.7,
C06D,V07A,88,1.9,
C06D,V08A,56.2,3.1,
C06D,V09A,76.2,2.4,
C06D,V10A,21.6,2,
C06D,V11A,79.4,2.3,
C06D,V11B,6.7,1.4,
C06D,V11C,5.4,1.2,
C06D,V11D,2.4,0.8,*
C06D,V11E,6.1,1.2,
C06D,V11M,3.5,0.2,
C06D,V12A,58.4,2.8,
C06D,V13A,85.1,1.7,
C06D,V14A,72.7,2.5,
C06D,V15A,82.3,1.8,
C06D,V16A,58.5,2.4,
C06D,V16B,25.4,2,
C06D,V16C,13.4,1.9,
C06D,V16D,2.7,0.9,*
C06D,V17A,4.3,0.9,
C06D,V17B,16.3,2.3,
C06D,V17C,60.8,2.7,
C06D,V17D,18.6,2,
C06D,V17M,7.3,0.1,
C06D,V18A,7.2,1.5,
C06D,V18B,16.3,2,
C06D,V18C,45.9,2.9,
C06D,V18D,30.5,2.7,
C06D,V18M,7.4,0.1,
C06D,V19A,5.8,1.2,
C06D,V19B,19.7,2.1,
C06D,V19C,51.3,2.3,
C06D,V19D,23.2,2.3,
C06D,V19M,7.3,0.1,
C06D,V20A,8.1,1.3,
C06D,V20B,19.9,1.9,
C06D,V20C,48.3,2.8,
C06D,V20D,23.7,2.7,
C06D,V20M,7.2,0.1,
C06D,V21A,31.4,2.6,
C06D,V21B,35.3,2.7,
C06D,V21C,27.9,2.4,
C06D,V21D,5.4,1.2,
C06D,V21M,5.3,0.1,
C06D,V22A,16.1,1.9,
C06D,V22B,31.6,2.4,
C06D,V22C,40.6,2.7,
C06D,V22D,11.7,2,
C06D,V22M,6.3,0.1,
C06D,V23A,4,1.1,
C06D,V23B,9.5,1.6,
C06D,V23C,36.5,2.6,
C06D,V23D,50,2.9,
C06D,V23M,8.2,0.1,
C06D,V24A,89.4,1.8,
C06D,V25A,87.7,1.9,
C06D,V26A,91.3,1.5,
C06D,V27A,55.3,2.8,
C06D,V28A,88.1,1.7,
C06D,V29A,84.6,2,
C06D,V30A,81.9,2.2,
C07A,V00T,9.4,0.7,
C07A,V01A,30.2,2.6,
C07A,V01B,16.6,2.8,
C07A,V01C,23.6,2.5,
C07A,V01D,10.2,1.8,
C07A,V01E,19.4,2.5,
C07A,V01M,7.3,0.1,
C07A,V02A,21.2,2.9,
C07A,V02B,16.8,2.3,
C07A,V02C,22.3,2.5,
C07A,V02D,13,2,
C07A,V02E,26.7,3,
C07A,V02M,7.8,0.1,
C07A,V03A,23,3,
C07A,V03B,16.6,2.7,
C07A,V03C,25,2.9,
C07A,V03D,12,2.3,
C07A,V03E,23.4,2.7,
C07A,V03M,7.7,0.2,
C07A,V04A,23.6,2.8,
C07A,V04B,37.3,3.3,
C07A,V04C,33.1,3,
C07A,V04D,6.1,1.6,
C07A,V05A,11.8,2,
C07A,V05B,27.9,2.7,
C07A,V05C,33.7,3,
C07A,V05D,26.6,2.7,
C07A,V06A,52.6,3.7,
C07A,V07A,85.3,2,
C07A,V08A,42.5,4,
C07A,V09A,62.4,4,
C07A,V10A,15.4,2.4,
C07A,V11A,79,2.3,
C07A,V11B,7.5,2.2,
C07A,V11C,6.7,1.5,
C07A,V11D,1.9,0.8,*
C07A,V11E,4.8,1.3,
C07A,V11M,3.3,0.2,
C07A,V12A,64.9,3.1,
C07A,V13A,79.1,2.3,
C07A,V14A,73.4,3,
C07A,V15A,73.4,2.8,
C07A,V16A,51.7,3.1,
C07A,V16B,25.4,2.9,
C07A,V16C,16.8,2.4,
C07A,V16D,6.1,1.5,
C07A,V17A,16.8,2.6,
C07A,V17B,26.8,3,
C07A,V17C,43.2,3.4,
C07A,V17D,13.2,2,
C07A,V17M,6.4,0.1,
C07A,V18A,19.3,2.5,
C07A,V18B,26.9,2.7,
C07A,V18C,34.2,3.1,
C07A,V18D,19.6,2.1,
C07A,V18M,6.3,0.2,
C07A,V19A,13.7,2.2,
C07A,V19B,26,3,
C07A,V19C,39.2,2.6,
C07A,V19D,21.2,2.5,
C07A,V19M,6.7,0.1,
C07A,V20A,16.3,2,
C07A,V20B,22,2.6,
C07A,V20C,37.8,3.8,
C07A,V20D,23.9,2.9,
C07A,V20M,6.7,0.1,
C07A,V21A,40.6,3.5,
C07A,V21B,32.7,3.2,
C07A,V21C,21.8,2.8,
C07A,V21D,4.9,1.4,
C07A,V21M,4.8,0.2,
C07A,V22A,30.2,3.1,
C07A,V22B,32.6,2.9,
C07A,V22C,27.9,2.5,
C07A,V22D,9.3,1.7,
C07A,V22M,5.4,0.2,
C07A,V23A,9.7,1.7,
C07A,V23B,15.2,2.8,
C07A,V23C,34.2,3.4,
C07A,V23D,40.9,3.3,
C07A,V23M,7.6,0.1,
C07A,V24A,85.5,2.2,
C07A,V25A,81.9,2.7,
C07A,V26A,86.2,2,
C07A,V27A,47.8,3.7,
C07A,V28A,77.4,2.8,
C07A,V29A,78.9,2.8,
C07A,V30A,80.3,3.5,
C07B,V00T,24.1,1.1,
C07B,V01A,23.5,2,
C07B,V01B,17.3,1.7,
C07B,V01C,26.5,2.3,
C07B,V01D,12.9,1.8,
C07B,V01E,19.8,2.3,
C07B,V01M,7.6,0.1,
C07B,V02A,16.4,1.6,
C07B,V02B,16.9,1.8,
C07B,V02C,25.2,2,
C07B,V02D,15.4,1.7,
C07B,V02E,26,1.9,
C07B,V02M,8,0.1,
C07B,V03A,21.2,2,
C07B,V03B,15.4,1.5,
C07B,V03C,28,2.2,
C07B,V03D,15,1.9,
C07B,V03E,20.4,1.8,
C07B,V03M,7.7,0.1,
C07B,V04A,13.5,1.5,
C07B,V04B,32.8,2.3,
C07B,V04C,44.7,2.1,
C07B,V04D,9,1.2,
C07B,V05A,13,1.6,
C07B,V05B,36.3,2.6,
C07B,V05C,32.4,2.3,
C07B,V05D,18.3,1.9,
C07B,V06A,57.4,2.4,
C07B,V07A,83.7,1.8,
C07B,V08A,49.5,3.3,
C07B,V09A,67,2.2,
C07B,V10A,17,1.7,
C07B,V11A,78.7,2.2,
C07B,V11B,6.6,1,
C07B,V11C,6.5,1.4,
C07B,V11D,3.1,1.1,*
C07B,V11E,5,1.1,
C07B,V11M,3.4,0.2,
C07B,V12A,62.3,2.4,
C07B,V13A,80.5,2,
C07B,V14A,72,2.2,
C07B,V15A,74,2,
C07B,V16A,60.2,2.2,
C07B,V16B,22,1.7,
C07B,V16C,13.6,1.2,
C07B,V16D,4.2,0.9,
C07B,V17A,11.7,1.6,
C07B,V17B,27.8,2.2,
C07B,V17C,46.1,2.3,
C07B,V17D,14.3,1.8,
C07B,V17M,6.6,0.1,
C07B,V18A,14.6,1.7,
C07B,V18B,26.2,1.8,
C07B,V18C,37.2,2.1,
C07B,V18D,22,2.1,
C07B,V18M,6.7,0.1,
C07B,V19A,10.1,1.3,
C07B,V19B,26.9,2.4,
C07B,V19C,42.6,2.4,
C07B,V19D,20.5,2.2,
C07B,V19M,6.9,0.1,
C07B,V20A,14.5,1.8,
C07B,V20B,23.2,2,
C07B,V20C,38.6,2.4,
C07B,V20D,23.7,2.3,
C07B,V20M,6.8,0.1,
C07B,V21A,40.5,2.4,
C07B,V21B,35.1,2.2,
C07B,V21C,19.8,2.1,
C07B,V21D,4.6,1,
C07B,V21M,4.8,0.1,
C07B,V22A,26.7,2.1,
C07B,V22B,34.9,2.4,
C07B,V22C,29.3,2.4,
C07B,V22D,9.2,1.3,
C07B,V22M,5.6,0.1,
C07B,V23A,7.7,1.4,
C07B,V23B,13.9,1.6,
C07B,V23C,36.3,2.2,
C07B,V23D,42.1,2.5,
C07B,V23M,7.7,0.1,
C07B,V24A,86.5,1.7,
C07B,V25A,81.9,2.1,
C07B,V26A,87.1,1.6,
C07B,V27A,52.1,2.5,
C07B,V28A,80.6,1.9,
C07B,V29A,81,1.9,
C07B,V30A,83,1.8,
C07C,V00T,17.1,0.9,
C07C,V01A,20,2.4,
C07C,V01B,20.2,2.4,
C07C,V01C,29.1,2.9,
C07C,V01D,13.3,2,
C07C,V01E,17.3,2.4,
C07C,V01M,7.7,0.1,
C07C,V02A,15.3,2.1,
C07C,V02B,17.4,2.5,
C07C,V02C,27.1,2.6,
C07C,V02D,17.4,2.4,
C07C,V02E,22.8,2.2,
C07C,V02M,8,0.1,
C07C,V03A,18.8,2.4,
C07C,V03B,21.1,2.7,
C07C,V03C,30.2,2.9,
C07C,V03D,15.4,2.4,
C07C,V03E,14.5,2.2,
C07C,V03M,7.7,0.1,
C07C,V04A,9.4,2.2,
C07C,V04B,29.8,3,
C07C,V04C,44.7,3.5,
C07C,V04D,16.1,2.6,
C07C,V05A,13.9,2.1,
C07C,V05B,40.5,2.9,
C07C,V05C,32.1,2.9,
C07C,V05D,13.6,2.2,
C07C,V06A,59.5,3,
C07C,V07A,85.7,2.4,
C07C,V08A,52.6,4,
C07C,V09A,70.8,2.9,
C07C,V10A,18.6,2.5,
C07C,V11A,80.6,2.3,
C07C,V11B,6.2,1.4,
C07C,V11C,6.1,1.5,
C07C,V11D,2.6,1,*
C07C,V11E,4.4,1.3,
C07C,V11M,3.4,0.2,
C07C,V12A,59.1,2.9,
C07C,V13A,78.4,2.8,
C07C,V14A,73.5,2.7,
C07C,V15A,79.8,2.2,
C07C,V16A,60.2,2.3,
C07C,V16B,22.9,2.1,
C07C,V16C,14.1,2.1,
C07C,V16D,2.7,1,*
C07C,V17A,11.1,1.7,
C07C,V17B,24.5,2.7,
C07C,V17C,52.4,3.1,
C07C,V17D,12,1.7,
C07C,V17M,6.7,0.1,
C07C,V18A,14.4,2.1,
C07C,V18B,24.9,2.7,
C07C,V18C,40,3,
C07C,V18D,20.7,2.5,
C07C,V18M,6.7,0.1,
C07C,V19A,10.5,1.6,
C07C,V19B,23.4,2.2,
C07C,V19C,44.4,3.1,
C07C,V19D,21.8,2.9,
C07C,V19M,7,0.1,
C07C,V20A,13.5,1.9,
C07C,V20B,23.8,2.4,
C07C,V20C,42.6,2.9,
C07C,V20D,20.1,2.5,
C07C,V20M,6.8,0.1,
C07C,V21A,39.2,3.1,
C07C,V21B,34.7,2.9,
C07C,V21C,21.1,2.2,
C07C,V21D,5,1.3,
C07C,V21M,4.9,0.1,
C07C,V22A,26.8,2.9,
C07C,V22B,33.2,2.9,
C07C,V22C,32.2,3.2,
C07C,V22D,7.7,1.6,
C07C,V22M,5.5,0.1,
C07C,V23A,8,1.7,
C07C,V23B,12.4,1.8,
C07C,V23C,37.1,3.1,
C07C,V23D,42.5,3,
C07C,V23M,7.7,0.1,
C07C,V24A,85.2,2.2,
C07C,V25A,81.5,2.4,
C07C,V26A,86.1,2.2,
C07C,V27A,53.6,3,
C07C,V28A,81.2,2.2,
C07C,V29A,79.8,2.3,
C07C,V30A,82.1,2.1,
C07D,V00T,24.8,1,
C07D,V01A,17.6,2.5,
C07D,V01B,20.3,2,
C07D,V01C,32.3,2.5,
C07D,V01D,15.3,1.9,
C07D,V01E,14.4,2.1,
C07D,V01M,7.7,0.1,
C07D,V02A,12.7,2.2,
C07D,V02B,16.5,2,
C07D,V02C,31.9,2.7,
C07D,V02D,19.1,2.3,
C07D,V02E,19.8,2.4,
C07D,V02M,8.1,0.1,
C07D,V03A,16.6,2.1,
C07D,V03B,18.8,2,
C07D,V03C,35,2.6,
C07D,V03D,16.4,2,
C07D,V03E,13.2,1.8,
C07D,V03M,7.8,0.1,
C07D,V04A,8.4,1.9,
C07D,V04B,26,2.6,
C07D,V04C,46.3,3,
C07D,V04D,19.3,1.9,
C07D,V05A,16.9,2.1,
C07D,V05B,40.2,2.4,
C07D,V05C,29.9,2.8,
C07D,V05D,13,1.9,
C07D,V06A,64.5,2.3,
C07D,V07A,88.1,1.8,
C07D,V08A,53.5,3.7,
C07D,V09A,73,2.6,
C07D,V10A,15.7,2.1,
C07D,V11A,82.7,2.2,
C07D,V11B,6.4,1.6,
C07D,V11C,4.6,1,
C07D,V11D,2.3,0.9,*
C07D,V11E,4.1,1.3,*
C07D,V11M,3.3,0.2,
C07D,V12A,60.2,3.2,
C07D,V13A,79.5,2.6,
C07D,V14A,74.9,2.7,
C07D,V15A,80.7,2.2,
C07D,V16A,61.4,3,
C07D,V16B,23,2.5,
C07D,V16C,12.6,2.1,
C07D,V16D,2.9,1,*
C07D,V17A,8.6,1.5,
C07D,V17B,23.7,2.4,
C07D,V17C,52.9,2.6,
C07D,V17D,14.8,2.4,
C07D,V17M,6.9,0.1,
C07D,V18A,11.5,2,
C07D,V18B,23.4,2.1,
C07D,V18C,41.1,2.3,
C07D,V18D,24.1,2.2,
C07D,V18M,7,0.1,
C07D,V19A,8.9,1.5,
C07D,V19B,23.7,2.4,
C07D,V19C,48.3,2.6,
C07D,V19D,19.1,2.2,
C07D,V19M,7,0.1,
C07D,V20A,13.3,1.9,
C07D,V20B,22.1,2.2,
C07D,V20C,43.9,2.3,
C07D,V20D,20.7,2.2,
C07D,V20M,6.8,0.1,
C07D,V21A,40.2,2.7,
C07D,V21B,34.9,2.4,
C07D,V21C,20.3,2.3,
C07D,V21D,4.6,1.4,*
C07D,V21M,4.8,0.1,
C07D,V22A,24.1,2.9,
C07D,V22B,35.4,2.8,
C07D,V22C,30.2,2.8,
C07D,V22D,10.3,1.9,
C07D,V22M,5.7,0.2,
C07D,V23A,5,1.2,
C07D,V23B,12.8,1.7,
C07D,V23C,37,2.8,
C07D,V23D,45.1,2.9,
C07D,V23M,8,0.1,
C07D,V24A,87.8,2,
C07D,V25A,85.3,2,
C07D,V26A,88.7,1.8,
C07D,V27A,56.8,2.9,
C07D,V28A,84.6,2,
C07D,V29A,83.5,2.1,
C07D,V30A,83.9,2.2,
C07E,V00T,24.6,1.2,
C07E,V01A,10.5,1.6,
C07E,V01B,19.4,2.3,
C07E,V01C,35.3,2.7,
C07E,V01D,19.2,2.6,
C07E,V01E,15.6,2.2,
C07E,V01M,8,0.1,
C07E,V02A,9.2,1.5,
C07E,V02B,16.2,2.1,
C07E,V02C,30.6,2.7,
C07E,V02D,20.6,2.8,
C07E,V02E,23.3,2.5,
C07E,V02M,8.3,0.1,
C07E,V03A,11.3,1.8,
C07E,V03B,17.8,2.2,
C07E,V03C,32.7,2.7,
C07E,V03D,18.6,2.3,
C07E,V03E,19.6,2.7,
C07E,V03M,8.1,0.1,
C07E,V04A,3.7,1.3,*
C07E,V04B,17,2.6,
C07E,V04C,46.3,3.3,
C07E,V04D,33.1,2.5,
C07E,V05A,23.2,2.5,
C07E,V05B,42.6,2.8,
C07E,V05C,24.9,2.7,
C07E,V05D,9.3,1.8,
C07E,V06A,68.2,3.1,
C07E,V07A,89.6,1.9,
C07E,V08A,58.1,3.4,
C07E,V09A,77.8,2.5,
C07E,V10A,19.3,2.5,
C07E,V11A,80.1,3,
C07E,V11B,7.4,1.7,
C07E,V11C,5.2,1.6,*
C07E,V11D,2.6,1,*
C07E,V11E,4.7,1.9,*
C07E,V11M,3.3,0.2,
C07E,V12A,57.3,3.3,
C07E,V13A,80.6,2.6,
C07E,V14A,74.4,2.8,
C07E,V15A,81.3,2.9,
C07E,V16A,65.5,2.7,
C07E,V16B,20.7,2.5,
C07E,V16C,10.9,1.7,
C07E,V16D,2.9,1.1,*
C07E,V17A,5.3,1.4,
C07E,V17B,20.7,2.7,
C07E,V17C,55,2.7,
C07E,V17D,19.1,2.6,
C07E,V17M,7.2,0.1,
C07E,V18A,7.9,1.9,
C07E,V18B,18.2,2.3,
C07E,V18C,44.4,2.8,
C07E,V18D,29.4,3.1,
C07E,V18M,7.4,0.1,
C07E,V19A,6.3,1.5,
C07E,V19B,24.2,2.7,
C07E,V19C,49.8,3.1,
C07E,V19D,19.6,3,
C07E,V19M,7.2,0.1,
C07E,V20A,8.4,1.3,
C07E,V20B,20.9,2.5,
C07E,V20C,44.8,3.1,
C07E,V20D,26,2.9,
C07E,V20M,7.2,0.1,
C07E,V21A,36.5,3,
C07E,V21B,37.6,2.9,
C07E,V21C,20.9,2.4,
C07E,V21D,5,1.9,*
C07E,V21M,5,0.2,
C07E,V22A,20.9,2.6,
C07E,V22B,31.9,2.5,
C07E,V22C,36.6,2.5,
C07E,V22D,10.6,2.6,
C07E,V22M,6,0.2,
C07E,V23A,4.5,1.5,*
C07E,V23B,8.8,2,
C07E,V23C,34.9,2.8,
C07E,V23D,51.7,3.2,
C07E,V23M,8.2,0.1,
C07E,V24A,90.5,2.1,
C07E,V25A,89.9,1.9,
C07E,V26A,92.5,1.6,
C07E,V27A,58.8,3.2,
C07E,V28A,89.1,1.8,
C07E,V29A,86.8,2,
C07E,V30A,87.1,2.3,
C08A,V00T,42.7,1.2,
C08A,V01A,22.5,1.4,
C08A,V01B,17.1,1.9,
C08A,V01C,25.8,1.8,
C08A,V01D,14.1,1.5,
C08A,V01E,20.5,1.6,
C08A,V01M,7.7,0.1,
C08A,V02A,17.5,1.4,
C08A,V02B,16.9,1.4,
C08A,V02C,24.1,1.7,
C08A,V02D,15.4,1.5,
C08A,V02E,26.1,1.8,
C08A,V02M,8,0.1,
C08A,V03A,18.9,1.6,
C08A,V03B,15.8,1.4,
C08A,V03C,29.2,2.1,
C08A,V03D,15.3,1.7,
C08A,V03E,20.7,1.5,
C08A,V03M,7.8,0.1,
C08A,V04A,16.1,1.5,
C08A,V04B,32.9,2.1,
C08A,V04C,39.9,2.2,
C08A,V04D,11.1,1.5,
C08A,V05A,15.4,1.5,
C08A,V05B,34.8,2,
C08A,V05C,30.8,2,
C08A,V05D,19,1.6,
C08A,V06A,55.4,2.2,
C08A,V07A,83.9,1.4,
C08A,V08A,47.8,3.3,
C08A,V09A,69.9,2.2,
C08A,V10A,16.7,1.4,
C08A,V11A,79.5,1.7,
C08A,V11B,6.4,0.9,
C08A,V11C,6.8,1.1,
C08A,V11D,2.7,0.7,
C08A,V11E,4.7,1.2,
C08A,V11M,3.4,0.1,
C08A,V12A,57.6,2.5,
C08A,V13A,77.2,1.8,
C08A,V14A,73.5,2.1,
C08A,V15A,75.9,1.8,
C08A,V16A,56.7,1.8,
C08A,V16B,23.3,1.7,
C08A,V16C,15.8,1.4,
C08A,V16D,4.3,0.7,
C08A,V17A,12.2,1.4,
C08A,V17B,27,2.1,
C08A,V17C,45.7,2.2,
C08A,V17D,15.1,1.8,
C08A,V17M,6.7,0.1,
C08A,V18A,13.9,1.3,
C08A,V18B,24.7,1.7,
C08A,V18C,37.4,2.1,
C08A,V18D,24,1.9,
C08A,V18M,6.8,0.1,
C08A,V19A,10.5,1.1,
C08A,V19B,24.1,1.9,
C08A,V19C,42.9,2,
C08A,V19D,22.5,1.8,
C08A,V19M,7,0.1,
C08A,V20A,13.6,1.4,
C08A,V20B,21.2,1.6,
C08A,V20C,39.2,2.1,
C08A,V20D,25.9,2,
C08A,V20M,6.9,0.1,
C08A,V21A,39.1,1.9,
C08A,V21B,34.5,2,
C08A,V21C,20,1.4,
C08A,V21D,6.4,1.2,
C08A,V21M,4.9,0.1,
C08A,V22A,23.8,1.7,
C08A,V22B,33.5,1.8,
C08A,V22C,30.9,1.9,
C08A,V22D,11.8,1.5,
C08A,V22M,5.8,0.1,
C08A,V23A,7.5,1.1,
C08A,V23B,12.7,1.3,
C08A,V23C,34.4,2.1,
C08A,V23D,45.5,2.1,
C08A,V23M,7.8,0.1,
C08A,V24A,87,1.4,
C08A,V25A,82.5,1.7,
C08A,V26A,87.4,1.3,
C08A,V27A,52.5,2.3,
C08A,V28A,81.3,1.6,
C08A,V29A,80.5,1.5,
C08A,V30A,82,1.7,
C08B,V00T,37.3,1.4,
C08B,V01A,18.4,1.7,
C08B,V01B,21.5,2,
C08B,V01C,30.6,1.9,
C08B,V01D,14.2,1.4,
C08B,V01E,15.4,1.8,
C08B,V01M,7.7,0.1,
C08B,V02A,13.1,1.6,
C08B,V02B,17.1,1.5,
C08B,V02C,30.3,2.1,
C08B,V02D,18,1.8,
C08B,V02E,21.4,2,
C08B,V02M,8.1,0.1,
C08B,V03A,18,1.5,
C08B,V03B,19.6,1.7,
C08B,V03C,31.3,2.1,
C08B,V03D,15.6,1.6,
C08B,V03E,15.5,1.5,
C08B,V03M,7.7,0.1,
C08B,V04A,7.3,1.2,
C08B,V04B,28.7,2,
C08B,V04C,48.4,2.3,
C08B,V04D,15.5,1.4,
C08B,V05A,15.9,1.5,
C08B,V05B,39.9,2.2,
C08B,V05C,31,2.1,
C08B,V05D,13.2,1.3,
C08B,V06A,62.2,2,
C08B,V07A,87.9,1.4,
C08B,V08A,54.3,2.7,
C08B,V09A,71.5,1.9,
C08B,V10A,18.2,1.8,
C08B,V11A,79.7,1.9,
C08B,V11B,7.2,1.1,
C08B,V11C,5.5,1.1,
C08B,V11D,2.7,0.7,
C08B,V11E,4.9,1,
C08B,V11M,3.5,0.1,
C08B,V12A,62.4,2.3,
C08B,V13A,81.7,1.8,
C08B,V14A,75.4,1.9,
C08B,V15A,80.3,1.6,
C08B,V16A,60.9,2.4,
C08B,V16B,23.3,1.7,
C08B,V16C,12.3,1.7,
C08B,V16D,3.5,1,
C08B,V17A,9.1,1.1,
C08B,V17B,24.7,1.9,
C08B,V17C,51.5,2.1,
C08B,V17D,14.7,1.7,
C08B,V17M,6.8,0.1,
C08B,V18A,13.5,1.4,
C08B,V18B,24.3,1.7,
C08B,V18C,40.1,2.2,
C08B,V18D,22,2.1,
C08B,V18M,6.8,0.1,
C08B,V19A,8.4,1.1,
C08B,V19B,25.4,1.9,
C08B,V19C,46.6,2.2,
C08B,V19D,19.6,2.1,
C08B,V19M,7,0.1,
C08B,V20A,12.9,1.4,
C08B,V20B,24.2,2,
C08B,V20C,41.6,2.3,
C08B,V20D,21.2,2.2,
C08B,V20M,6.8,0.1,
C08B,V21A,39.3,2.1,
C08B,V21B,34.4,2.1,
C08B,V21C,22,2,
C08B,V21D,4.2,1.1,
C08B,V21M,4.9,0.1,
C08B,V22A,26.4,2.1,
C08B,V22B,33.8,2.1,
C08B,V22C,30.7,2.1,
C08B,V22D,9.1,1.7,
C08B,V22M,5.6,0.1,
C08B,V23A,6.4,1,
C08B,V23B,13.1,1.4,
C08B,V23C,37.4,2.1,
C08B,V23D,43.1,2.3,
C08B,V23M,7.8,0.1,
C08B,V24A,86.8,1.5,
C08B,V25A,85.1,1.5,
C08B,V26A,88.2,1.3,
C08B,V27A,56.6,2,
C08B,V28A,83.6,1.4,
C08B,V29A,82.7,1.6,
C08B,V30A,83.6,1.6,
C08C,V00T,20.1,1,
C08C,V01A,12.1,1.8,
C08C,V01B,18.3,2.2,
C08C,V01C,39.2,2.7,
C08C,V01D,17.8,2.3,
C08C,V01E,12.5,1.6,
C08C,V01M,7.9,0.1,
C08C,V02A,8.2,1.6,
C08C,V02B,15.5,2.1,
C08C,V02C,33.2,2.5,
C08C,V02D,22.1,2.2,
C08C,V02E,21,2,
C08C,V02M,8.2,0.1,
C08C,V03A,12.9,1.8,
C08C,V03B,19.3,2.1,
C08C,V03C,34.3,2.9,
C08C,V03D,18.2,2.2,
C08C,V03E,15.2,2,
C08C,V03M,7.9,0.1,
C08C,V04A,2.4,0.9,*
C08C,V04B,12.2,2.1,
C08C,V04C,46.4,3,
C08C,V04D,39,2.8,
C08C,V05A,20.1,2.2,
C08C,V05B,45,2.7,
C08C,V05C,26.4,2.7,
C08C,V05D,8.5,1.7,
C08C,V06A,74,2.5,
C08C,V07A,90.7,1.7,
C08C,V08A,60.2,3.5,
C08C,V09A,75.7,2.3,
C08C,V10A,17,2.1,
C08C,V11A,83.6,2.2,
C08C,V11B,6.9,1.5,
C08C,V11C,3.6,1,
C08C,V11D,2.2,1.1,*
C08C,V11E,3.7,1.1,
C08C,V11M,3,0.2,
C08C,V12A,61.8,2.5,
C08C,V13A,81.9,2,
C08C,V14A,71.1,2.4,
C08C,V15A,80.1,2.1,
C08C,V16A,70.6,2.4,
C08C,V16B,18.9,2,
C08C,V16C,9,1.5,
C08C,V16D,1.5,0.6,*
C08C,V17A,5.7,1.3,
C08C,V17B,18,2.1,
C08C,V17C,60.4,2.9,
C08C,V17D,15.8,1.9,
