CACode,VaCode,Estimate,ASE,Flag
C12A,V02C,29,1.4,
C12A,V02D,18.4,1.2,
C12A,V02E,23.6,1.2,
C12A,V02M,8.1,0,
C12A,V03A,17.4,1,
C12A,V03B,18.4,1,
C12A,V03C,31.6,1.5,
C12A,V03D,16.6,1.1,
C12A,V03E,16,1,
C12A,V03M,7.8,0,
C12A,V04A,7.5,0.9,
C12A,V04B,23,1.4,
C12A,V04C,47.4,1.7,
C12A,V04D,22.1,1.3,
C12A,V05A,16.6,1.3,
C12A,V05B,39.9,1.4,
C12A,V05C,28.8,1.4,
C12A,V05D,14.7,1.2,
C12A,V06A,61.6,1.4,
C12A,V07A,87,1,
C12A,V08A,52,2.4,
C12A,V09A,71.9,1.4,
C12A,V10A,15.1,1.1,
C12A,V11A,86.5,1.1,
C12A,V11B,5.2,0.6,
C12A,V11C,4.5,0.6,
C12A,V11D,1.8,0.5,
C12A,V11E,2,0.5,
C12A,V11M,2.8,0.1,
C12A,V12A,61.5,1.5,
C12A,V13A,79.5,1.3,
C12A,V14A,72.8,1.6,
C12A,V15A,78.4,1.2,
C12A,V16A,61.9,1.5,
C12A,V16B,22.8,1.2,
C12A,V16C,12.3,1,
C12A,V16D,3,0.5,
C12A,V17A,8.9,0.8,
C12A,V17B,22.8,1.3,
C12A,V17C,54.5,1.5,
C12A,V17D,13.9,1.1,
C12A,V17M,6.9,0,
C12A,V18A,12.9,1,
C12A,V18B,22.8,1.1,
C12A,V18C,41.5,1.4,
C12A,V18D,22.8,1.2,
C12A,V18M,6.9,0.1,
C12A,V19A,9.9,0.9,
C12A,V19B,25.8,1.2,
C12A,V19C,48.2,1.5,
C12A,V19D,16.2,1.1,
C12A,V19M,6.9,0.1,
C12A,V20A,13.5,0.9,
C12A,V20B,23.8,1.3,
C12A,V20C,42.8,1.3,
C12A,V20D,19.8,1.1,
C12A,V20M,6.8,0.1,
C12A,V21A,41.6,1.5,
C12A,V21B,37.5,1.6,
C12A,V21C,18.5,1.2,
C12A,V21D,2.3,0.4,
C12A,V21M,4.6,0.1,
C12A,V22A,26.4,1.3,
C12A,V22B,35.2,1.4,
C12A,V22C,31.6,1.3,
C12A,V22D,6.8,0.8,
C12A,V22M,5.5,0.1,
C12A,V23A,5.7,0.8,
C12A,V23B,10,0.9,
C12A,V23C,36.9,1.6,
C12A,V23D,47.4,1.5,
C12A,V23M,8,0.1,
C12A,V24A,87.9,1.1,
C12A,V25A,86.1,1,
C12A,V26A,88.9,0.8,
C12A,V27A,57,1.7,
C12A,V28A,83,1,
C12A,V29A,85.1,1,
C12A,V30A,88.5,1,
C12B,V00T,12.8,0,B
C12B,V01A,23,3.4,
C12B,V01B,21.1,3.2,
C12B,V01C,25.1,3.1,
C12B,V01D,10.3,2,
C12B,V01E,20.4,3.1,
C12B,V01M,7.6,0.1,
C12B,V02A,18.2,3.2,
C12B,V02B,20.4,2.8,
C12B,V02C,21.7,2.8,
C12B,V02D,11.8,2.2,
C12B,V02E,27.8,3,
C12B,V02M,7.9,0.1,
C12B,V03A,25.1,3.4,
C12B,V03B,21.7,2.8,
C12B,V03C,27.9,3.1,
C12B,V03D,9.3,2,
C12B,V03E,16,2.4,
C12B,V03M,7.4,0.1,
C12B,V04A,17.9,2.6,
C12B,V04B,31.8,3.9,
C12B,V04C,36.8,4.1,
C12B,V04D,13.5,2.3,
C12B,V05A,9.1,2.1,
C12B,V05B,33.6,3.7,
C12B,V05C,38.4,3.9,
C12B,V05D,18.9,2.8,
C12B,V06A,62,3.8,
C12B,V07A,84.8,2.5,
C12B,V08A,52.2,4.8,
C12B,V09A,63.9,4,
C12B,V10A,24.4,3.9,
C12B,V11A,78.5,3.1,
C12B,V11B,7.1,2,
C12B,V11C,7.1,1.9,
C12B,V11D,2.9,1.3,*
C12B,V11E,4.4,1.3,
C12B,V11M,3.5,0.2,
C12B,V12A,62.4,3.9,
C12B,V13A,77.1,3.8,
C12B,V14A,71.2,3.7,
C12B,V15A,74.6,3,
C12B,V16A,57.1,3.3,
C12B,V16B,23.9,3,
C12B,V16C,12.7,2.4,
C12B,V16D,6.3,1.7,
C12B,V17A,19.1,2.4,
C12B,V17B,32.2,3.3,
C12B,V17C,40.4,3.6,
C12B,V17D,8.3,2.1,
C12B,V17M,6,0.1,
C12B,V18A,23.2,3.4,
C12B,V18B,32.5,3.2,
C12B,V18C,29,3.5,
C12B,V18D,15.3,2.4,
C12B,V18M,5.9,0.2,
C12B,V19A,16.6,2.5,
C12B,V19B,34.4,3.5,
C12B,V19C,35.6,3.4,
C12B,V19D,13.4,2.7,
C12B,V19M,6.3,0.1,
C12B,V20A,21.4,3.3,
C12B,V20B,26.8,2.7,
C12B,V20C,33.5,3.6,
C12B,V20D,18.4,3.1,
C12B,V20M,6.3,0.2,
C12B,V21A,50.1,3.6,
C12B,V21B,35.6,3.4,
C12B,V21C,11.1,2.4,
C12B,V21D,3.2,1.4,*
C12B,V21M,4.2,0.2,
C12B,V22A,35.7,3.6,
C12B,V22B,36.2,3.3,
C12B,V22C,24.6,2.8,
C12B,V22D,3.6,1.1,*
C12B,V22M,4.9,0.2,
C12B,V23A,14.9,2.8,
C12B,V23B,21.3,2.9,
C12B,V23C,35.8,3.9,
C12B,V23D,28,3.4,
C12B,V23M,6.9,0.2,
C12B,V24A,87.6,2.1,
C12B,V25A,86.1,2.5,
C12B,V26A,89.8,2.1,
C12B,V27A,61.4,3.4,
C12B,V28A,85.1,2.4,
C12B,V29A,84.6,2.8,
C12B,V30A,84,2.4,
C12C,V00T,8.2,1,
C12C,V01A,23.3,3.7,
C12C,V01B,23.5,3.9,
C12C,V01C,27.2,4.5,
C12C,V01D,9.8,3.2,*
C12C,V01E,16.2,3.5,
C12C,V01M,7.5,0.2,
C12C,V02A,18.8,3.8,
C12C,V02B,17.1,4,
C12C,V02C,25.5,5.1,
C12C,V02D,18.7,4.3,
C12C,V02E,19.8,4.1,
C12C,V02M,7.9,0.2,
C12C,V03A,17.5,4.2,
C12C,V03B,19.2,5,
C12C,V03C,30,4.7,
C12C,V03D,13,3.5,
C12C,V03E,20.2,4.6,
C12C,V03M,7.8,0.2,
C12C,V04A,26.5,4.9,
C12C,V04B,45.2,7.2,
C12C,V04C,23.5,5,
C12C,V04D,4.7,2,*
C12C,V05A,14.8,4,
C12C,V05B,33,4.7,
C12C,V05C,35.1,4.5,
C12C,V05D,17,4,
C12C,V06A,62.2,5.5,
C12C,V07A,85.6,3.1,
C12C,V08A,53,6.6,
C12C,V09A,72.7,5.3,
C12C,V10A,16,3.7,
C12C,V11A,69.7,5.1,
C12C,V11B,8.7,3.6,*
C12C,V11C,9.3,3.1,*
C12C,V11D,4.6,2.7,**
C12C,V11E,7.6,2.4,*
C12C,V11M,4.5,0.3,
C12C,V12A,71.7,6.6,
C12C,V13A,79.6,5,
C12C,V14A,80.6,4.3,
C12C,V15A,78.5,5.2,
C12C,V16A,69.1,4.7,
C12C,V16B,17.7,3.8,
C12C,V16C,10.9,3,
C12C,V16D,2.3,1.5,**
C12C,V17A,13.5,3.5,
C12C,V17B,40.8,6.4,
C12C,V17C,35.1,6.1,
C12C,V17D,10.6,3.3,*
C12C,V17M,6.2,0.2,
C12C,V18A,14.9,4,
C12C,V18B,26.2,5.2,
C12C,V18C,40.3,5.5,
C12C,V18D,18.6,4.2,
C12C,V18M,6.6,0.2,
C12C,V19A,7.2,2.5,*
C12C,V19B,23.2,4.2,
C12C,V19C,43.9,5.8,
C12C,V19D,25.7,4.7,
C12C,V19M,7.2,0.2,
C12C,V20A,8.7,2.9,*
C12C,V20B,20.7,4,
C12C,V20C,43.3,5.3,
C12C,V20D,27.3,5.3,
C12C,V20M,7.2,0.2,
C12C,V21A,46.7,5.2,
C12C,V21B,30.1,4.3,
C12C,V21C,18.1,4.2,
C12C,V21D,5.1,2.3,*
C12C,V21M,4.7,0.3,
C12C,V22A,25.7,6,
C12C,V22B,31.1,6,
C12C,V22C,30.2,5.3,
C12C,V22D,13,3.5,
C12C,V22M,5.8,0.3,
C12C,V23A,9.1,2.7,
C12C,V23B,19.1,3.8,
C12C,V23C,40.6,4.9,
C12C,V23D,31.3,4.1,
C12C,V23M,7.3,0.2,
C12C,V24A,89.8,3,
C12C,V25A,87,3.1,
C12C,V26A,90,3.1,
C12C,V27A,57.6,5.3,
C12C,V28A,88.4,3.2,
C12C,V29A,79.4,3.8,
C12C,V30A,85.2,3.6,
C12D,V00T,14.7,1.1,
C12D,V01A,19.7,3.3,
C12D,V01B,17.2,3.6,
C12D,V01C,30.7,3.7,
C12D,V01D,13.9,3.1,
C12D,V01E,18.5,3.6,
C12D,V01M,7.8,0.2,
C12D,V02A,15.5,2.8,
C12D,V02B,18.1,3.1,
C12D,V02C,29.2,3.4,
C12D,V02D,17,2.9,
C12D,V02E,20.3,3.6,
C12D,V02M,7.9,0.1,
C12D,V03A,12.5,2.4,
C12D,V03B,14.8,3,
C12D,V03C,32,3.9,
C12D,V03D,17.7,3,
C12D,V03E,23,3.3,
C12D,V03M,8.2,0.1,
C12D,V04A,8.7,2,
C12D,V04B,35.6,4,
C12D,V04C,44.8,4.1,
C12D,V04D,10.9,2.9,
C12D,V05A,19.7,2.9,
C12D,V05B,38.9,3.9,
C12D,V05C,29.9,3.2,
C12D,V05D,11.6,2.4,
C12D,V06A,61.4,3.9,
C12D,V07A,86.4,2.6,
C12D,V08A,53.5,4.9,
C12D,V09A,73.9,3.4,
C12D,V10A,25.8,3.3,
C12D,V11A,60.5,4.2,
C12D,V11B,11.7,2.7,
C12D,V11C,7.6,2,
C12D,V11D,5.3,1.5,
C12D,V11E,14.9,3.4,
C12D,V11M,5.1,0.3,
C12D,V12A,48.6,4.2,
C12D,V13A,82.7,3,
C12D,V14A,74.6,3.9,
C12D,V15A,81.2,3.4,
C12D,V16A,51.5,4.2,
C12D,V16B,25,3.5,
C12D,V16C,19.2,3.1,
C12D,V16D,4.3,1.8,*
C12D,V17A,6.5,2.2,*
C12D,V17B,19.5,2.9,
C12D,V17C,50,3.6,
C12D,V17D,24,3.3,
C12D,V17M,7.3,0.2,
C12D,V18A,4.1,1.4,*
C12D,V18B,18.3,3.3,
C12D,V18C,41.1,3.8,
C12D,V18D,36.5,4.3,
C12D,V18M,7.7,0.2,
C12D,V19A,2.6,1,*
C12D,V19B,17,3.1,
C12D,V19C,42,4.1,
C12D,V19D,38.4,4.2,
C12D,V19M,7.9,0.1,
C12D,V20A,5.4,1.7,*
C12D,V20B,14.9,2.4,
C12D,V20C,43.8,4.1,
C12D,V20D,35.9,4.1,
C12D,V20M,7.7,0.1,
C12D,V21A,16.5,3,
C12D,V21B,30.2,3.8,
C12D,V21C,37.8,3.8,
C12D,V21D,15.6,2.9,
C12D,V21M,6.4,0.2,
C12D,V22A,9.9,2.3,
C12D,V22B,28.1,3.9,
C12D,V22C,39.4,4.2,
C12D,V22D,22.6,4,
C12D,V22M,6.9,0.2,
C12D,V23A,3.5,1.1,*
C12D,V23B,12.6,2.4,
C12D,V23C,33.7,3.6,
C12D,V23D,50.3,3.9,
C12D,V23M,8.2,0.1,
C12D,V24A,84.7,2.8,
C12D,V25A,77.1,3.3,
C12D,V26A,85.9,2.6,
C12D,V27A,38.5,4,
C12D,V28A,82.1,3.1,
C12D,V29A,72.2,3.5,
C12D,V30A,62.3,4.3,
C13A,V00T,3.6,0,B
C13A,V01A,19.5,6.9,*
C13A,V01B,14,3.6,
C13A,V01C,34.2,6.3,
C13A,V01D,13.2,3.9,
C13A,V01E,19.2,4.6,
C13A,V01M,7.7,0.3,
C13A,V02A,17.8,5.8,*
C13A,V02B,15.7,6.5,*
C13A,V02C,24.2,6.1,
C13A,V02D,13.9,4.1,
C13A,V02E,28.4,5.5,
C13A,V02M,8,0.2,
C13A,V03A,28.5,8.2,
C13A,V03B,12.9,3.9,
C13A,V03C,30.4,7.1,
C13A,V03D,9.9,3.6,*
C13A,V03E,18.4,3.3,
C13A,V03M,7.5,0.3,
C13A,V04A,11.4,3.8,*
C13A,V04B,29.3,7.7,
C13A,V04C,42.5,7.7,
C13A,V04D,16.8,5.9,*
C13A,V05A,9.7,3.8,*
C13A,V05B,39.3,5.9,
C13A,V05C,36.8,6.1,
C13A,V05D,14.2,5.5,*
C13A,V06A,54.9,10.8,
C13A,V07A,83.3,6,
C13A,V08A,60.3,18.7,*
C13A,V09A,64.8,8.1,
C13A,V10A,18.7,5,
C13A,V11A,81.8,5.1,
C13A,V11B,5.9,2.9,*
C13A,V11C,7.1,4.1,**
C13A,V11D,2.2,1.9,**
C13A,V11E,3,1.5,**
C13A,V11M,3.6,0.4,
C13A,V12A,63.3,6.7,
C13A,V13A,78.4,6.5,
C13A,V14A,67.6,6.2,
C13A,V15A,70.6,5.9,
C13A,V16A,57,6.6,
C13A,V16B,22,4.7,
C13A,V16C,13.1,3.8,
C13A,V16D,7.9,4.8,**
C13A,V17A,13.8,4.3,*
C13A,V17B,26,6.3,
C13A,V17C,52.3,8,
C13A,V17D,7.9,3.9,*
C13A,V17M,6.5,0.3,
C13A,V18A,19.8,4.7,
C13A,V18B,32.9,5.4,
C13A,V18C,30.9,5.7,
C13A,V18D,16.4,5.1,*
C13A,V18M,6.1,0.3,
C13A,V19A,15.6,4.4,
C13A,V19B,31.5,4.3,
C13A,V19C,40.5,4.9,
C13A,V19D,12.4,3.6,
C13A,V19M,6.4,0.2,
C13A,V20A,19.3,5.2,
C13A,V20B,24.7,5.6,
C13A,V20C,38.2,8,
C13A,V20D,17.8,5.3,
C13A,V20M,6.4,0.4,
C13A,V21A,45.3,5.8,
C13A,V21B,35.2,5.8,
C13A,V21C,15.7,5.5,*
C13A,V21D,3.8,3.7,**
C13A,V21M,4.5,0.3,
C13A,V22A,28,5.9,
C13A,V22B,37.2,4.4,
C13A,V22C,28.5,5.5,
C13A,V22D,6.3,3.3,**
C13A,V22M,5.3,0.3,
C13A,V23A,13.5,4.1,*
C13A,V23B,15.1,3.8,
C13A,V23C,39.8,7.1,
C13A,V23D,31.6,5.1,
C13A,V23M,7.2,0.3,
C13A,V24A,85.6,5.7,
C13A,V25A,83.4,4.3,
C13A,V26A,87.2,4,
C13A,V27A,53.7,6.2,
C13A,V28A,82.9,5.1,
C13A,V29A,83.9,4.7,
C13A,V30A,87.3,4.4,
C13B,V00T,34.9,0,B
C13B,V01A,19.8,1.9,
C13B,V01B,20.3,1.9,
C13B,V01C,31.3,1.9,
C13B,V01D,14.3,1.9,
C13B,V01E,14.3,1.8,
C13B,V01M,7.6,0.1,
C13B,V02A,15.5,1.8,
C13B,V02B,17.8,1.8,
C13B,V02C,28.3,2.4,
C13B,V02D,20,2.2,
C13B,V02E,18.5,2,
C13B,V02M,8,0.1,
C13B,V03A,15,1.6,
C13B,V03B,18,1.6,
C13B,V03C,33.7,2.5,
C13B,V03D,16.6,2.1,
C13B,V03E,16.7,1.7,
C13B,V03M,7.9,0.1,
C13B,V04A,13.6,1.6,
C13B,V04B,31.5,3,
C13B,V04C,39.9,2.6,
C13B,V04D,15,1.8,
C13B,V05A,18.2,1.6,
C13B,V05B,40.2,2.4,
C13B,V05C,28.6,2.5,
C13B,V05D,13.1,1.9,
C13B,V06A,61.1,2.9,
C13B,V07A,89.2,1.5,
C13B,V08A,53.8,3.6,
C13B,V09A,76.7,2,
C13B,V10A,16.6,1.9,
C13B,V11A,74,2.7,
C13B,V11B,8.4,1.6,
C13B,V11C,7.1,1.3,
C13B,V11D,4,1.1,
C13B,V11E,6.5,1.3,
C13B,V11M,3.9,0.2,
C13B,V12A,60.2,3.3,
C13B,V13A,79.2,2.2,
C13B,V14A,74.8,2.6,
C13B,V15A,78.7,2.5,
C13B,V16A,64.5,2.6,
C13B,V16B,20.2,2,
C13B,V16C,12.5,1.7,
C13B,V16D,2.8,0.7,
C13B,V17A,8.6,1.4,
C13B,V17B,25.3,2.5,
C13B,V17C,51.1,2.7,
C13B,V17D,15,1.8,
C13B,V17M,6.9,0.1,
C13B,V18A,10.6,1.4,
C13B,V18B,23.8,2.3,
C13B,V18C,42.6,2.5,
C13B,V18D,23.1,2.5,
C13B,V18M,7,0.1,
C13B,V19A,7,1.1,
C13B,V19B,22.8,2.4,
C13B,V19C,47.7,2.3,
C13B,V19D,22.6,2.3,
C13B,V19M,7.2,0.1,
C13B,V20A,8.4,1.2,
C13B,V20B,19.4,1.8,
C13B,V20C,46.8,2.7,
C13B,V20D,25.5,2.7,
C13B,V20M,7.2,0.1,
C13B,V21A,35.7,2.6,
C13B,V21B,35.7,2.4,
C13B,V21C,23.2,2.2,
C13B,V21D,5.4,1.4,
C13B,V21M,5.1,0.1,
C13B,V22A,22.5,2.5,
C13B,V22B,34.5,2.7,
C13B,V22C,32.8,2.6,
C13B,V22D,10.2,1.7,
C13B,V22M,5.8,0.1,
C13B,V23A,6.3,1.2,
C13B,V23B,13.4,1.6,
C13B,V23C,37.2,2.4,
C13B,V23D,43.1,2.4,
C13B,V23M,7.8,0.1,
C13B,V24A,88,1.7,
C13B,V25A,85.5,1.7,
C13B,V26A,89.9,1.5,
C13B,V27A,50.7,2.8,
C13B,V28A,86.1,1.5,
C13B,V29A,80.5,2,
C13B,V30A,82,2.2,
C13C,V00T,9.4,0,B
C13C,V01A,20.2,3.2,
C13C,V01B,15.8,2.8,
C13C,V01C,30.4,3,
C13C,V01D,13.3,2.7,
C13C,V01E,20.3,2.5,
C13C,V01M,7.7,0.2,
C13C,V02A,12.7,2.3,
C13C,V02B,13.7,2.6,
C13C,V02C,29.6,3.3,
C13C,V02D,16,3.6,
C13C,V02E,28,3.3,
C13C,V02M,8.2,0.1,
C13C,V03A,18.1,2.7,
C13C,V03B,16.2,2.8,
C13C,V03C,28.8,3.3,
C13C,V03D,15.5,3.5,
C13C,V03E,21.4,3.2,
C13C,V03M,7.9,0.1,
C13C,V04A,8.6,1.8,
C13C,V04B,25.7,3.4,
C13C,V04C,43.6,4,
C13C,V04D,22.1,3.2,
C13C,V05A,16.3,3.8,
C13C,V05B,35.7,4.1,
C13C,V05C,28.6,3.3,
C13C,V05D,19.3,3.2,
C13C,V06A,55.9,4.6,
C13C,V07A,83.1,2.7,
C13C,V08A,45.7,5.9,
C13C,V09A,65.8,3.8,
C13C,V10A,16.6,2.6,
C13C,V11A,78.5,3.3,
C13C,V11B,7.8,1.9,
C13C,V11C,5.8,1.8,*
C13C,V11D,3.3,1.5,*
C13C,V11E,4.7,1.5,*
C13C,V11M,3.4,0.3,
C13C,V12A,61.8,4.4,
C13C,V13A,80.3,3.4,
C13C,V14A,68.5,3.6,
C13C,V15A,72.7,3.4,
C13C,V16A,60.5,4.4,
C13C,V16B,21.3,2.8,
C13C,V16C,13.9,2.9,
C13C,V16D,4.3,1.7,*
C13C,V17A,11.4,2.6,
C13C,V17B,23.5,3.9,
C13C,V17C,50.4,4.2,
C13C,V17D,14.6,3.1,
C13C,V17M,6.8,0.2,
C13C,V18A,14.8,2.5,
C13C,V18B,22.6,3.6,
C13C,V18C,36.2,3.6,
C13C,V18D,26.5,3.7,
C13C,V18M,6.8,0.2,
C13C,V19A,9.8,2.1,
C13C,V19B,25.7,3.8,
C13C,V19C,43.7,3.6,
C13C,V19D,20.8,3.4,
C13C,V19M,7,0.2,
C13C,V20A,13.7,2.4,
C13C,V20B,24.2,3.3,
C13C,V20C,38,3.7,
C13C,V20D,24.1,3.1,
C13C,V20M,6.8,0.2,
C13C,V21A,42.3,3.6,
C13C,V21B,35.7,3.7,
C13C,V21C,15.5,3.2,
C13C,V21D,6.5,2.1,*
C13C,V21M,4.7,0.2,
C13C,V22A,27.9,3.2,
C13C,V22B,33.6,3.3,
C13C,V22C,27.1,4.3,
C13C,V22D,11.4,3.5,*
C13C,V22M,5.5,0.2,
C13C,V23A,7.4,2.4,*
C13C,V23B,10.1,2.1,
C13C,V23C,33.5,4.1,
C13C,V23D,49,4.5,
C13C,V23M,8,0.2,
C13C,V24A,85.7,2.8,
C13C,V25A,81.1,3.4,
C13C,V26A,84.5,3.3,
C13C,V27A,50.9,3.4,
C13C,V28A,79.6,3.1,
C13C,V29A,82.4,2.9,
C13C,V30A,83.7,3.3,
C13D,V00T,6.2,0,B
C13D,V01A,18.4,3.9,
C13D,V01B,20.3,4.5,
C13D,V01C,25.6,4,
C13D,V01D,18.6,4.4,
C13D,V01E,17.1,4.3,
C13D,V01M,7.7,0.2,
C13D,V02A,13.3,3.5,
C13D,V02B,14.7,3.8,
C13D,V02C,27.6,5.2,
C13D,V02D,12.9,3,
C13D,V02E,31.5,4.8,
C13D,V02M,8.2,0.2,
C13D,V03A,21.8,4.2,
C13D,V03B,20.7,3.9,
C13D,V03C,29.4,4.6,
C13D,V03D,12.5,4.4,*
C13D,V03E,15.6,3.5,
C13D,V03M,7.5,0.2,
C13D,V04A,10.6,3.3,*
C13D,V04B,26.3,4.1,
C13D,V04C,44.6,5.2,
C13D,V04D,18.5,3.6,
C13D,V05A,14.6,4.3,
C13D,V05B,37.4,5.8,
C13D,V05C,33.2,4.5,
C13D,V05D,14.8,2.9,
C13D,V06A,64.1,4.6,
C13D,V07A,86,3,
C13D,V08A,45.6,6.6,
C13D,V09A,66.6,5.5,
C13D,V10A,21.2,5.5,
C13D,V11A,82.5,3.7,
C13D,V11B,7.2,2.3,*
C13D,V11C,4.9,2.1,*
C13D,V11D,1.5,1,**
C13D,V11E,3.9,2.1,**
C13D,V11M,3,0.3,
C13D,V12A,58.4,6.2,
C13D,V13A,77.3,5.2,
C13D,V14A,68.7,5.7,
C13D,V15A,75.8,4.8,
C13D,V16A,60.6,4.6,
C13D,V16B,21.4,3.8,
C13D,V16C,14,3.7,
C13D,V16D,4.1,2.2,**
C13D,V17A,13.4,3.6,
C13D,V17B,27.3,4.9,
C13D,V17C,43.7,5.3,
C13D,V17D,15.5,4.6,
C13D,V17M,6.5,0.2,
C13D,V18A,15.8,4.4,
C13D,V18B,25.1,3.8,
C13D,V18C,39,4.4,
C13D,V18D,20,5,
C13D,V18M,6.6,0.3,
C13D,V19A,11.2,2.7,
C13D,V19B,30.4,4.6,
C13D,V19C,40.4,4.8,
C13D,V19D,18.1,4,
C13D,V19M,6.7,0.3,
C13D,V20A,16.6,4.3,
C13D,V20B,25.1,4.2,
C13D,V20C,37,3.8,
C13D,V20D,21.3,5,
C13D,V20M,6.6,0.3,
C13D,V21A,46.4,5.3,
C13D,V21B,33.7,4.6,
C13D,V21C,15.6,3.2,
C13D,V21D,4.3,2.3,**
C13D,V21M,4.5,0.3,
C13D,V22A,35.7,5.2,
C13D,V22B,33.3,4.7,
C13D,V22C,24.8,3.9,
C13D,V22D,6.2,2.9,*
C13D,V22M,5.1,0.3,
C13D,V23A,6.5,2.4,*
C13D,V23B,13.7,4,
C13D,V23C,33.2,5,
C13D,V23D,46.6,6.1,
C13D,V23M,7.9,0.2,
C13D,V24A,83.9,4.1,
C13D,V25A,81.5,4.1,
C13D,V26A,84.9,3.6,
C13D,V27A,51.7,5,
C13D,V28A,78.3,4.4,
C13D,V29A,81.4,3.4,
C13D,V30A,80.2,4.3,
C13E,V00T,4.3,0,B
C13E,V01A,18.5,4.3,
C13E,V01B,18.1,4.5,
C13E,V01C,27.1,5.3,
C13E,V01D,15.6,3.4,
C13E,V01E,20.7,5.2,
C13E,V01M,7.8,0.2,
C13E,V02A,12.8,4.3,*
C13E,V02B,15.4,5,*
C13E,V02C,26.1,5.1,
C13E,V02D,18.8,4.1,
C13E,V02E,27,5.2,
C13E,V02M,8.2,0.2,
C13E,V03A,18.5,4.6,
C13E,V03B,19.4,5.1,
C13E,V03C,26.3,4.9,
C13E,V03D,17.4,4.3,
C13E,V03E,18.4,5.7,*
C13E,V03M,7.8,0.2,
C13E,V04A,6.5,2.7,*
C13E,V04B,27.7,5.4,
C13E,V04C,48.8,5.1,
C13E,V04D,17,3.6,
C13E,V05A,12.5,3.1,
C13E,V05B,37,5.2,
C13E,V05C,32.5,5.7,
C13E,V05D,18,4.8,
C13E,V06A,55.5,6.6,
C13E,V07A,81,4.2,
C13E,V08A,31.9,7.7,
C13E,V09A,66.8,5.3,
C13E,V10A,23.8,5.5,
C13E,V11A,79.2,5,
C13E,V11B,7.5,4.1,**
C13E,V11C,8.4,3.5,*
C13E,V11D,S,,S
C13E,V11E,4.3,2.3,**
C13E,V11M,3.7,0.3,
C13E,V12A,69.5,5.5,
C13E,V13A,80.8,3.9,
C13E,V14A,74.8,4.7,
C13E,V15A,74.8,4.6,
C13E,V16A,56.8,6.3,
C13E,V16B,25.3,5.2,
C13E,V16C,13.2,4.5,*
C13E,V16D,4.7,4,**
C13E,V17A,12.8,2.9,
C13E,V17B,26,4.7,
C13E,V17C,49.6,6,
C13E,V17D,11.6,3.9,*
C13E,V17M,6.6,0.2,
C13E,V18A,16.9,3.7,
C13E,V18B,22,4.1,
C13E,V18C,36.7,5,
C13E,V18D,24.4,5.1,
C13E,V18M,6.7,0.3,
C13E,V19A,14.2,3.9,
C13E,V19B,24.5,3.7,
C13E,V19C,43,5.1,
C13E,V19D,18.3,4.9,
C13E,V19M,6.7,0.2,
C13E,V20A,19.3,4.2,
C13E,V20B,25.6,4.4,
C13E,V20C,33.7,5.3,
C13E,V20D,21.3,4.6,
C13E,V20M,6.5,0.3,
C13E,V21A,43.9,6,
C13E,V21B,32.9,5.4,
C13E,V21C,17.9,2.9,
C13E,V21D,5.3,3.3,**
C13E,V21M,4.7,0.3,
C13E,V22A,22.7,3.9,
C13E,V22B,40.1,5.4,
C13E,V22C,27.5,4.9,
C13E,V22D,9.7,3.7,*
C13E,V22M,5.7,0.2,
C13E,V23A,7.1,2.6,*
C13E,V23B,14.4,3.7,
C13E,V23C,36.2,4.4,
C13E,V23D,42.3,5.1,
C13E,V23M,7.7,0.2,
C13E,V24A,83.9,4.2,
C13E,V25A,81.4,4,
C13E,V26A,85.6,4.2,
C13E,V27A,55.5,4.8,
C13E,V28A,80.6,4.3,
C13E,V29A,82.9,4,
C13E,V30A,82.8,4.3,
C13F,V00T,2.4,0,B
C13F,V01A,16,4.8,
C13F,V01B,19.4,4.8,
C13F,V01C,27,6.3,
C13F,V01D,13,3.6,
C13F,V01E,24.6,5.9,
C13F,V01M,7.9,0.2,
C13F,V02A,14.3,4.2,
C13F,V02B,14.9,5.7,*
C13F,V02C,26.7,7,
C13F,V02D,15.1,4.9,*
C13F,V02E,29,6.2,
C13F,V02M,8.1,0.2,
C13F,V03A,19.2,3.7,
C13F,V03B,15.5,5.7,*
C13F,V03C,23.1,5.2,
C13F,V03D,21.7,6.5,
C13F,V03E,20.5,5.2,
C13F,V03M,7.8,0.2,
C13F,V04A,9.2,3.5,*
C13F,V04B,21.9,6.8,*
C13F,V04C,50.3,6.5,
C13F,V04D,18.6,5,
C13F,V05A,15.7,6,*
C13F,V05B,30.8,6.8,
C13F,V05C,38.1,5.7,
C13F,V05D,15.4,4.7,*
C13F,V06A,68.6,6.7,
C13F,V07A,88.6,3.8,
C13F,V08A,52.9,7.9,
C13F,V09A,66.4,6.1,
C13F,V10A,12.8,4,*
C13F,V11A,89.9,4.4,
C13F,V11B,3.6,2.7,**
C13F,V11C,4.2,3,**
C13F,V11D,S,,S
C13F,V11E,2,1.7,**
C13F,V11M,2.4,0.5,
C13F,V12A,58.6,7.1,
C13F,V13A,80.3,6.6,
C13F,V14A,75.2,6,
C13F,V15A,78.1,5.6,
C13F,V16A,64,6.1,
C13F,V16B,18,3.7,
C13F,V16C,13.7,3.7,
C13F,V16D,4.3,2.7,**
C13F,V17A,11.9,4.5,*
C13F,V17B,24.2,6.8,
C13F,V17C,48.5,7.6,
C13F,V17D,15.4,5.6,*
C13F,V17M,6.8,0.3,
C13F,V18A,16.3,4.3,
C13F,V18B,27.8,6,
C13F,V18C,33.3,6.8,
